product_name,product_review,similarity_score
Marshmallow Handjee,"for purpose of the review , both 2017 and 2018 be sample together .   appearance - the beer have the vicious blackness of Dark Lord .   Smell - the 2018 have more sweet chocolate marshmallow . 2017 lean more earthy and dry but still have an overall sense of sweetness .   taste - the 2018 have amazing note of toast marshmallow , chocolate syrup , vanilla , and char in back . the 2017 be not as sweet , but still have note of sweet vanilla and chocolate . in both bottle , there be a sweet quality of kid ' breakfast cereal . amazing there be almost no burn from the 15 % abv .   Mouthfeel - on par with motor oil , the beer have amazing thickness . it cling like few other .   Overal - Holy diabetes ! the beer should be too sweet , but it be so good . far , it appear the beer be well consume fresh .",0.18898223650461363
Marshmallow Handjee,"l : pour thick and pitch black with no head s : marshmallow , vanilla , chocolate and barrel . mighty fine T : just like the nose and all in harmony F : smooth , thick and creamy o : world class",0.0
Marshmallow Handjee,"2018 vintage . about six month from bottle .   a : pour jet black with a thick ring of dark brown , espresso - like head . no lacing and average retention .   s : Suuuuper rich dark chocolate , blackstrap molasse , vanilla bean , dry oak barrel and cinnamon , and light bourbon . a little bit of cardboard . a very brawny BA stout .   t : dark chocolate , vanilla , cola , light spice ( cinnamon , clove ) and light toast oak , a bit of sherry and roastiness . pretty long finish . the barrel be not very noticeable on the palate . as you might guess from the base , this be super sweet ; the barrel and vanilla balance this out somewhat but not completely . like a liquid candy bar .   M : sticky full body and medium , sharp carbonation that thankfully cut through the massive body . a comfort alcohol warmth gently warm your innard .   o : big , sweet , rich , and pretty tasty beer . the cardboard note be distract , and the sweetness be as overwhelming as it be in regular DL . I ’d always hear that , even though the base beer be terrible , add it to barrel transform it in such a way to somehow make it ethereal . that ’s half true , I guess . I ca n’t drink more than like 4 oz of this stuff .",0.1049727762162956
Marshmallow Handjee,"750 into a fff teku   l- look great , thick and black . nice half inch head   s- aroma be off the chart ! great vanilla and chocolate ! vanilla never smell artificial   t- oh shit this be for real . huge bourbon and vanilla , mix together extremely well . interpreting of the vanilla really make this beer   f- great mouthfeel , smooth and soft . thick and immense but surprisingly velvet   o- this be a long time want . I do n’t think this be worth the asking price but it ’ a must have on all stout lover . remind I a lot of FO batch 2",0.11322770341445959
Marshmallow Handjee,"smell great , mouthfeel great . sweet sweet sweet . it be delicious . but I find , though delicious , it might be objectionable to drink a full glass due to the level of sweetness . I do n't get any barrel , mostly residual sugar . nice beer , I do n't find it elite .",0.140028008402801
Marshmallow Handjee,"2018 bottle(silver wax ) . the hype be real ! be want this for as long as I can remember . Glad I finally get a chance to try a hefty pour at a nice share . it steal the show around a bunch of big beer . it ’ crazy how much this taste like toast marshmallow fluff . zero heat , and smooth as hell .",0.5773502691896258
Marshmallow Handjee,"everything I love about barrel aged stout . thick , oily , coat the glass . smell sweet , but not overly so . the taste follow with sweetness , barrel oak / vanilla flavor . not overly sweet , with enough heat to balance it perfectly . ( 2017 Handjee )",0.40201512610368484
Hunahpu's Imperial Stout - Double Barrel Aged,"this amazing beer combine tobacco , pepper , vanilla , and what taste like brandy into the quintessential barrel aged beer that pour perfectly and combine amazing mouthfeel , carb and taste",0.5163977794943222
Hunahpu's Imperial Stout - Double Barrel Aged,"2016 Vintage - Drank 02/24/21   Smell -pleasant with note of tobacco and chocolate   taste - the tobacco over power this one in the beginning . and then as it warm , the pepper take over . very unique taste , and I think it ’s the brandy barrel influence .   feel - thin , and I expect more   overall - for be the # 4 overall beer on BA , I expect more , much more . the feel be thin , and note of pepper overpower this . yet it be not completely unenjoyable , just not even close to the 4th good beer in the world . regardless , glad I gut to try it as it ’s always nice to see what the hype be about . this one just do n’t live up to it",0.5773502691896258
Hunahpu's Imperial Stout - Double Barrel Aged,"bottle @ 10 k + OT . thank , Jake . black in color without much / any head . Crazy marshmallow and graham cracker nose . lot of cinnamon , chocolate , and vanilla . light spice , slight fruity brandy , and some caramel . taste like smore and cinnamon toast crunch . Crazy marshmallow , chocolate , and cinnamon . dark chocolate , vanilla , and a subtle chile spiciness . really solid .",0.17407765595569785
Hunahpu's Imperial Stout - Double Barrel Aged,"taste this double barrel aged multiple time for multiple year . this be an excellent stout that I welcome drink just about any time I 'd like a stout . however , this be simply not a 100 point beer . I be convinced that the score for this beer be the result of scoring by local employ local hype . but , very good beer none the less .",0.5773502691896258
Hunahpu's Imperial Stout - Double Barrel Aged,"after 500 + stout , this one be easily top 5 . a bar to measure all other BA adjunct stout ( for I ) . everything be spot on . sweet - but - not - too - sweet , super balanced adjunct , barrel - but - not - too - much - barrel , thick - but - not - thicc , etc .",0.2581988897471611
Hunahpu's Imperial Stout - Double Barrel Aged,"thank to my new friend at the Cycle Barrel Aged Day bottle share .   Look- a smooth black with a thin tannish head which fade quickly .   Smell- a mix of barrel , booze , and sweetness of chocolate . interesting mix that really work .   Taste- Chocolate , barrel , coconut , and just a hint of cinnamon . nothing like the Hunahpus that I have try before . there be more sweetness but the barrel give it a nice sharp flavor . I think the brandy really give the flavor an awesome boost .   Mouthfeel- a nice thick coating which linger . full bodied and little carbonation .   Overall- a fantastic brew from Cigar City . this be definitely a one of a kind brew .",0.46188021535170065
Hunahpu's Imperial Stout - Double Barrel Aged,"this one pour a fairly dark black color , with a small head , and a little bit of lacing .   this smell like heavy roast , pepper spice , rum spice , cocoa powder , oak , dark fruit , smoke , and espresso .   both barrel do n't necessarily come through here - it be more smokey rum than anything else . I be not sure I actually get any apple brandy . there be a decent amount of pepper , and a touch of cinnamon , and a definite big helping of chocolate . there be some tobacco and smoke too , as be kind of common with this brewery . there be a touch of molasse syrup on the back end , too .   this be medium bodied , with a decent creaminess , and no real booziness , with a slightly bitter / syrupy finish .   this be n't anywhere near the height of the hype it ( use to ) get , but it be still enjoyable in a vacuum .",0.33333333333333337
Hunahpu's Imperial Stout - Double Barrel Aged,"pour motor - oil black with minimal head . nose be seriously off , like a cross between an ashtray and burn sesame candy . Booze be there , too , but largely overpower . taste be extremely muddled . peppery spice , smokiness , minimal barrel presence , with a lot less sweetness than expect from the rum / apple brandy combo . flavor blend much more pleasantly in the taste than the smell , the mouthfeel be pleasantly thick , but overall this be a real letdown .",0.769800358919501
Hunahpu's Imperial Stout - Double Barrel Aged,"B2 , share amongst friend .   Black , opaque , mocha froth head .   Aroma have booze , spicy cinnamon , vanilla and roasted malt .   Flavor have a lot of fudgy chocolate with an increase cinnamon presence as it warm . moderate pepper heat , light vanilla in the background . the apple brandy barrel come out as it get close to room temperature .   moderate carbonation , syrupy , above medium body .   a tasty brew , silky , sweet . Heat be there but not overpower .",0.33333333333333337
Hunahpu's Imperial Stout - Double Barrel Aged,"appearance - the beer pour a silky black color with a dark mocha color head .   Smell - the nose be the of a sweet barrel age stout . the booze and cinnamon be note , but not the heat .   taste - at the front , my first impression be black licorice . it be not nasty black licorice , since it be balance by chocolate syrup , coconut , and dry green apple . my disappointment be that the pepper spice of the base beer be go . there be a hint of cinnamon , but little heat . the barrel note become more pronoune as it warm , particularly the apple brandy .   Mouthfeel - the beer be big bodied , just hover on the tongue and allow the test profile to develop .   overall - the beer be great , but I miss the spice of the base beer .",0.4364357804719848
Hunahpu's Imperial Stout - Double Barrel Aged,"2016 batch ( # 2 ) review .   Hunahpu 's be one of those beer that I love the very first time I try it , and I 've be chase that dragon ever since ... unsuccessfully , as it turn out .   I 've be lucky enough to try Barrel - aged Huna twice now - once at great American Beer Fest , and for a second time when I win a bottle in a charity raffle . as it turn out , I drink my BA Huna alongside of double Barrel Huna , expect that I would be blow away by the double Barrel ... in fact , it be the exact opposite experience .   and perhaps I should have expect that , give the barrel use in DB Huna - Rum and Apple Brandy barrel do n't often tend to impart much thickness to a beer , and in combination , they definitely make the beer seem a bit thin . additionally , where the bourbon barrel in BA Huna add depth , richness , sweetness , and complexity , it seem that Double Barrel just take on thinness and acidity . it be also quite charred in taste - it remind I quite a bit of my gripe with 2018 Huna . sadly , all of that cinnamon and vanilla that I love seem to be entirely absent . it be still a sweet beer , but it be greatly overshadow by the barrel note and char and acidity .   in the end , I honestly think I 've find myself prefer non - barrel - aged Huna as my go - to . it be certainly easy to get , and something about it be just a much more pleasant experience for I . yes , I have a sweet tooth , so that be probably a big part of it . or perhaps Cigar City 's age method just be n't to my liking . maybe the barrel ? tough to say - more experimentation require !",0.2182178902359924
Hunahpu's Imperial Stout - Double Barrel Aged,"black color with dark mocha head . Aroma be really spice forward with lot of cinnamon , rum and booze . taste be desserty with fudge , chili , cinnamon and some heat on the finish . full bodied , smooth mouthfeel . quite nice but not such a huge step ahead of the regular .",0.5773502691896258
Hunahpu's Imperial Stout - Double Barrel Aged,"taste from bottle . pour black with beige head . taste against regular 16 Huna and 17 Bourbon BA Huna . Aroma of cinnamon , rum , almost a little nutty , some fruity note and apple . moderate to heavily sweet with mild bitterness . lot of cinnamon , caramel , toffee , some chocolate and finish with a moderate chili burn . you do get some rum barrel sweetness and just a hint of brandy . more intense and complex than the Huna and Bourbon Huna . excellent !",0.5298129428260175
Hunahpu's Imperial Stout - Double Barrel Aged,"pour a jet engine oil dark body with a mocha - hue head . the cacao and spice come aroma be strong , along with the booziness from the brandy and rum barrel . the taste be like no other stout I 've have . brandy and rum blend together nicely to add some complexity to the richness of the nib . the chile and cinnamon be very noticeable as well , but be balance out by the chocolate and alcohol so it be never too overpower . the chocolate and vanilla thicken this beer , and the heat of the chile and brandy / rum leave a nice heat . phenomenal beer that deserve the praise it be receive .",0.5477225575051661
Hunahpu's Imperial Stout - Double Barrel Aged,"pour one shade shy of black with not head , just a tight band around the shoulder . nose reveal chocolate , peanut butter and a hit of cinnamon . taste follow nose . Mouthfeel be light - medium in body with a mild , even carbonation , a hit of heat and a kiss of acidity . all and all a nice beer but I do n't get too much of the barrel .",0.40824829046386296
Hunahpu's Imperial Stout - Double Barrel Aged,"pour a thick , oily pitch black coloration with a small , creamy head . the beer downright stick to the glass as you swirl it , leave a short - live film of dark beer and white lace . Smell be somewwhat subdue , pretty underwheme compare to the taste . Cinnamon be most noticeable , with a sort of odd earthy , musty , woody aroma be pretty dominant as well . perhaps a hint of coconut there . taste be quite complex , lot of chocolate and rum noticeable at first , with a decent bit of cinnamon and vanilla come through as well . the chili really grow as you drink and the beer warm . quite noticeable in the aftertaste in a really pleasant way . quite a bit of warm boozyness there as well , but very smooth and mellow at the same time . mouthfeel really be fantastic , very thick , sticky , almost oily and very smooth . I be consider wait for CBS for my 100th review , but I think this one will do nicely . the barrel - aging really do wonder to the quite overrated Hunapuh here , add a certain complexity from the brandy and rum note along with make the chili stand out more and generally mellow out the beer , create a rich harmony . still smell really weird though .",0.629940788348712
Hunahpu's Imperial Stout - Double Barrel Aged,"very dark brown with a tan head . it appear to be less thick on the pour particularly compare to Man Bear Pig which we have drink before this beer . Boozy on the nose but not over power which be just the way it finish . Malt chocolate , slightly spicy , sweet molasse but not overly sweet . I like the balance in flavor .   t- kind of weird ( not say that be bad ) . it be mostly chocolate ( mix of milk and dark like the smell ) with some chili heat on the finish . every now and then , I get hint of dark sugar and a bit of green apple .    F- medium feel . a little booze burn . could be thick and rich .    o- it be good , but I would n't put it near it be ranking . it make I wonder how awesome batch 1 be , not that I be ever go to get to try it . it be definitely worth a try if you be into pepper stout",0.5000000000000001
Hunahpu's Imperial Stout - Double Barrel Aged,"pour into a tulip glass via bottle ( 2016 Edition )   color be a mocha brown with tan foam   smell be rum , cinnamon , Chilies and chocolate   taste be rum soak chocolate up front , kinda sweet , follow by the apple brandy and chocolate with the spice of the chili heat at the end .. lot of flavor here !   carbonation be low , and the mouthfeel be thick and creamy   top notch stuff !",0.40824829046386296
Hunahpu's Imperial Stout - Double Barrel Aged,"this review be for batch 2 .   L- similar to most stout . dark brown to black with a mocha head . start around a finger on the initial pour , fade to a thin ring that linger . medium - thin pour .   s- Blend of dark and milk chocolate . some molasse and chili . every now and then , I get a little bit of green apple from the brandy .   t- kind of weird ( not say that be bad ) . it be mostly chocolate ( mix of milk and dark like the smell ) with some chili heat on the finish . every now and then , I get hint of dark sugar and a bit of green apple .   F- medium feel . a little booze burn . could be thick and rich .   o- it be good , but I would n't put it near it be ranking . it make I wonder how awesome batch 1 be , not that I be ever go to get to try it . it be definitely worth a try if you be into pepper stout .",0.0
Hunahpu's Imperial Stout - Double Barrel Aged,with so much talk about this be a disappointment this beer be fantastic . have a slight chili smell . this be some chili up front follow by nice barrel flavor.some spice come through and have a rich body . overall really delicious .,0.2182178902359924
Hunahpu's Imperial Stout - Double Barrel Aged,"thank much to chicagopubcrawler for make this one happen .   be worried about the b2 release . this one in my opinion do n't follow the poor review .   a beautiful stout . not a big pop off the cap but the pour have a nice thick lacing . Smell be perfect chocolate . no spice just perfect refined chocolate .   taste be a blend of crazy flavor : apple , chocolate , hard mexican spice . love the integration of rum and apple brandy . the spice / heat come in at the back end as be intense . Mouth be dense and I wish more stout could be just like this . a little harsh with the pepper . gladly share this with friend and definitely two people would be too much for the intensity of the heat .   overall this be an experience . I generally do n't go for this style and have have both good and bad bottle of regular huna . I be sure this be a good bottle .",0.5773502691896258
Hunahpu's Imperial Stout - Double Barrel Aged,"batch 2 , snifter , share with my brother   l : black , oil , quarter inch brown head that stick around for a minute or so S : molasse , Brandy , RUM , cocoa , really hit the nose nice t : cocoa and vanilla hit , quickly follow by the barrel character . there be a nice combination of the rum and the Brandy character . definitely booze , but I think it be drink really well right now . the Finish be very much chili 's which stay with you as you take more sip . absolutely delicious m : medium mouth feel , would have love a little more thickness , but only a small knock here o : absolutely world class , the smell continue to carry through , and as the beer warm you really get very nice barrel character , black strap molasse , vanilla / cocoa , and all the chili be on the end . World Class , and drink great",0.0
Hunahpu's Imperial Stout - Double Barrel Aged,very dark appearance with slight tan head that dissipate quickly . Aroma be a very prominent and pleasant cinnamon and vanilla . taste be also a prominent cinnamon and pleasant vanilla accent and prominent chili burn .,0.2581988897471611
